Zone;Unit;Period 1;Period 2;Period 3;Period 4
zone 1;gas boiler;7.2;7.2;7.2;7.2
zone 1;gas chp;0;0;0;0
zone 1;biomass boiler;0;0;3.6;3.6
zone 1;geothermal hp;7.2;7.2;7.2;7.2
zone 2;gas boiler;4;4;4;4
zone 2;gas chp;0;0;0;0
zone 2;biomass boiler;6;6;6;6
zone 3;gas boiler;8;8;8;8
zone 3;gas chp;3.6;3.6;3.6;3.6
zone 3;biomass boiler;5.4;5.4;5.4;5.4
zone 3;hydrothermal hp;0;0;0;0
zone 3;industrial waste heat;9;9;9;9
zone 4;gas boiler;10.69965716;10.69965716;10.69965716;10.69965716
zone 4;gas chp;0;0;0;0
zone 4;geothermal hp;8.30034294;8.30034294;8.30034294;8.30034294
zone 5;gas boiler;0;0;0;0
zone 5;gas chp;0;0;0;0
zone 5;biomass boiler;0;0;4.29965706;4.29965706
zone 5;geothermal hp;0;-1.05e-007;0;0
zone 5;industrial waste heat;12;12;12;12
dhn;c1<->c2;0;0;0;0
dhn;c1<->c4;0;0;0;0
dhn;c1<->c5;0;0;0;0
dhn;c2<->c3;0;0;0;0
dhn;c2<->c4;0;0;0;0
dhn;c3<->c4;0;0;0;0
dhn;c3<->c5;0;0;0;0
dhn;c4<->c5;8.4;8.4;8.4;8.4
zone 1;gas boiler;0;0;0;2.8;0;0;0;4.8;0;0;0;4.2;0;0;0;7.2;
zone 1;gas chp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
zone 1;biomass boiler;0;0;0;0;0;0;0;0;2.46388154;2.3;3.6;3.6;3.6;2.7;3.6;3.6;
zone 1;geothermal hp;6;1.5;3;7.2;7.2;1.8;3.6;7.2;6.536118465;0;0.9;7.2;7.2;0;1.8;7.2;
zone 2;gas boiler;0;0;0;3;0;0;0;4;0;0;0;3;0;0;0;2;
zone 2;gas chp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
zone 2;biomass boiler;5.4;1.4;2.7;6;6;1.5;3;6;5.4;1.4;2.7;6;4.8;1.2;2.4;6;
zone 3;gas boiler;0;0;0;8;0;0;0;6;0;0;0;2;0;0;0;1.6;
zone 3;gas chp;3.6;0;0.85714286;3.6;1.6;0;0;3.6;0;0;0;3.6;0;0;0;0;
zone 3;biomass boiler;5.4;0;2.14285714;5.4;5.4;0;1;5.4;3.8;0;0;5.4;0.6;0;0;5.4;
zone 3;hydrothermal hp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
zone 3;industrial waste heat;3;3;3;3;5;3;5;5;7;2.700000002;5.399999997;7;9;2.400000003;4.799999997;9;
zone 4;gas boiler;0;0;0;10.69965706;0;0;0;10.69965716;0;0;0;10.4;0;0;0;10.4;
zone 4;gas chp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
zone 4;geothermal hp;6.6;0;0;8.30034294;7.800000105;0;0;8.30034294;8.30034294;0;1.000000005;8.30034294;8.30034294;0;0.50034294;8.30034294;
zone 5;gas boiler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
zone 5;gas chp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
zone 5;biomass boiler;0;0;0;0;0;0;0;0;3.49965706;0;2.4;4.29965706;4.29965706;0.9;4.29965706;4.29965706;
zone 5;geothermal hp;0;0;0;0;-1.05e-007;0;0;-1.05e-007;0;0;0;0;0;0;0;0;
zone 5;incinerator;4;0;1.3;4;4;4;4;4;3;2.199999999;3;3;3;3;3;3;
zone 5;industrial waste heat;8;4.7;8;8;5;0.2;4.4;5;2;2;2;2;0;0;0;0;
dhn;c1->c2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
dhn;c1->c4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
dhn;c1->c5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
dhn;c2->c3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
dhn;c2->c4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
dhn;c3->c4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
dhn;c3->c5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
dhn;c4->c5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.70034295;
dhn;c2->c1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
dhn;c4->c1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
dhn;c5->c1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
dhn;c3->c2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
dhn;c4->c2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
dhn;c4->c3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
dhn;c5->c3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
dhn;c5->c4;8.4;3.8;7.5;6;5.3999999;3.3;6.6;2.9999999;3.69965705;3;5;1.29965705;2.49965705;2.7;4.89965705;0;
;gas;8;0;1.904761905;33.789112699;3.555555556;0;0;34.841744386;0;0;0;28.631578947;0;0;0;22.315789474;
;biomass;12.705882353;1.647058824;5.697478992;13.411764706;13.411764706;1.764705882;4.705882353;13.411764706;17.839457175;4.352941176;10.235294118;22.705478899;15.64665537;5.647058824;12.117243605;22.705478899;
;electricity import;0;0.333333333;0;0.644520652;2.088888912;0.4;0.8;0.644520652;3.296991423;0;0.422222222;0.644520652;3.444520652;0;0.511187319;3.444520652;
;electricity export;0;0.333333333;0;0.644520652;2.088888912;0.4;0.8;0.644520652;3.296991423;0;0.422222222;0.644520652;3.444520652;0;0.511187319;3.444520652;
