Zone;Unit;Period 1;Period 2;Period 3;Period 4
zone 1;gas boiler;7.2;7.2;7.2;7.2
zone 1;gas chp;0;0;0;0
zone 1;biomass boiler;0;0;0;1.8
zone 1;geothermal hp;9;9;9;9
zone 2;gas boiler;4;4;4;4
zone 2;gas chp;0;0;0;0
zone 2;biomass boiler;6;6;6;6
zone 3;gas boiler;8;8;8;8
zone 3;gas chp;0;0;0;0
zone 3;biomass boiler;9;9;9;9
zone 3;hydrothermal hp;0;0;0;0
zone 3;industrial waste heat;3;3;3;3
zone 4;gas boiler;10.4;10.4;10.4;10.4
zone 4;gas chp;0;0;0;0
zone 4;geothermal hp;8.599999995;8.599999995;8.599999995;8.599999995
zone 5;gas boiler;0;0;0;0
zone 5;gas chp;0;0;0;0
zone 5;biomass boiler;0;0;4;4
zone 5;geothermal hp;0;0;0;0
zone 5;industrial waste heat;12;12;12;12
dhn;c1<->c2;0;0;0;0
dhn;c1<->c4;0;0;0;0
dhn;c1<->c5;0;0;0;0
dhn;c2<->c3;0;0;0;0
dhn;c2<->c4;0;0;0;0
dhn;c3<->c4;0;0;0;0
dhn;c3<->c5;0;0;0;0
dhn;c4<->c5;8.4;8.4;8.4;8.4
zone 1;gas boiler;0;0;0;1;0;0;0;3;0;0;0;6;0;0;0;7.2;
zone 1;gas chp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
zone 1;biomass boiler;0;0;0;0;0;0;0;0;0;0;0;0;1.8;1.11571038;1.8;1.8;
zone 1;geothermal hp;6;1.5;3;9;7.2;1.8;3.6;9;9;2.299999995;4.5;9;9;1.58428962;3.6;9;
zone 2;gas boiler;0;0;0;3;0;0;0;4;0;0;0;3;0;0;0;2;
zone 2;gas chp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
zone 2;biomass boiler;5.4;1.4;2.7;6;6;1.5;3;6;5.4;1.4;2.7;6;4.8;1.2;2.4;6;
zone 3;gas boiler;0;0;0;8;0;0;0;8;0;0;0;6;0;0;0;4;
zone 3;gas chp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
zone 3;biomass boiler;9;0;3;9;9;0;3;9;7.8;0;2.4;9;6.6;0;1.8;9;
zone 3;hydrothermal hp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
zone 3;industrial waste heat;3;3;3;3;3;3;3;3;3;2.7;3;3;3;2.4;3;3;
zone 4;gas boiler;0;0;0;10.4;0;0;0;10.4;0;0;0;10.4;0;0;0;10.4;
zone 4;gas chp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
zone 4;geothermal hp;6.6;0;0;8.599999995;7.8;0;0;8.599999995;7.855699695;0;0;8.599999995;8.599999995;0;4.8;8.599999995;
zone 5;gas boiler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
zone 5;gas chp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
zone 5;biomass boiler;0;0;0;0;0;0;0;0;3.9443003;0;3.4;4;4;0.9;0;4;
zone 5;geothermal hp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
zone 5;incinerator;4;0;1.3;4;4;4;4;4;3;3;3;3;3;3;3;3;
zone 5;industrial waste heat;8;4.7;8;8;5;0.2;4.4;5;2;1.2;2;2;0;0;0;0;
dhn;c1->c2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
dhn;c1->c4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
dhn;c1->c5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
dhn;c2->c3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
dhn;c2->c4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
dhn;c3->c4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
dhn;c3->c5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
dhn;c4->c5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
dhn;c2->c1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
dhn;c4->c1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
dhn;c5->c1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
dhn;c3->c2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
dhn;c4->c2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
dhn;c4->c3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
dhn;c5->c3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
dhn;c5->c4;8.4;3.8;7.5;6;5.4;3.3;6.6;3;4.1443003;3;6;1;2.2;2.7;0.6;0;
;gas;0;0;0;23.578947368;0;0;0;26.736842105;0;0;0;26.736842105;0;0;0;24.842105263;
;biomass;16.941176471;1.647058824;6.705882353;17.647058824;17.647058824;1.764705882;7.058823529;17.647058824;20.169765063;1.647058824;10;22.352941176;20.235294118;3.783188685;7.058823529;24.470588235;
;electricity import;2.8;0.333333333;0.666666667;3.911111111;3.333333333;0.4;0.8;3.911111111;3.745711044;0.511111111;1;3.911111111;3.911111111;0.352064359;1.866666667;3.911111111;
;electricity export;2.8;0.333333333;0.666666667;3.911111111;3.333333333;0.4;0.8;3.911111111;3.745711044;0.511111111;1;3.911111111;3.911111111;0.352064359;1.866666667;3.911111111;
